,chain,symbol,earned_fees,fees_to_vebal,fees_to_dao,total_incentives,aura_incentives,bal_incentives,redirected_incentives,reroute_incentives,last_join_exit
0xcd78a20c597e367a4e478a2411ceb790604d7c8f000000000000000000000c22,polygon,maticX-WMATIC-BPT,1728.45,12291.7322,6618.6250,18974.6882,12912.3351,6062.3531,64.3310,0,2025-03-13 15:43:25+00:00
0xa8cbbffe0d62797afaf7af0a23810bd5ba39a4dd000200000000000000000f04,polygon,ECLP-GYD-AUSDT,5.88,41.8151,22.5158,0,0,0,-64.3310,0,2025-03-13 15:24:01+00:00
0xf0ad209e2e969eaaa8c882aac71f02d8a047d5c2000200000000000000000b49,polygon,ECLP-WMATIC-stMATIC,0.00,0.0000,0.0000,0,0,0,0.0000,0,2025-03-11 10:42:18+00:00
0x93d199263632a4ef4bb438f1feb99e57b4b5f0bd0000000000000000000005c2,mainnet,wstETH-WETH-BPT,24078.97,15962.2420,8595.0534,24920.1643,18191.8391,6728.3251,362.8689,0,2025-03-13 11:14:35+00:00
0x1e19cf2d73a72ef1332c882f20534b6519be0276000200000000000000000112,mainnet,B-rETH-STABLE,19557.67,12965.0172,6981.1631,20240.9135,0,20240.9134,294.7331,0,2025-03-13 02:01:11+00:00
0x596192bb6e41802428ac943d2f1476c1af25cc0e000000000000000000000659,mainnet,ezETH-WETH-BPT,8231.88,5457.0133,2938.3918,8519.4591,7031.1077,1488.3515,124.0540,0,2025-03-13 12:50:11+00:00
0x36be1e97ea98ab43b4debf92742517266f5731a3000200000000000000000466,mainnet,50wstETH-50ACX,5845.11,3874.7945,2086.4278,6049.3078,5350.1620,699.1458,88.0855,0,2025-03-11 19:42:59+00:00
0x41fdbea2e52790c0a1dc374f07b628741f2e062d0002000000000000000006be,mainnet,ECLP-stdeUSD-deUSD,5692.28,3773.4816,2031.8747,5891.1387,5242.5272,648.6113,85.7824,0,2025-03-13 13:02:59+00:00
0x42ed016f826165c2e5976fe5bc3df540c5ad0af700000000000000000000058b,mainnet,wstETH-rETH-sfrxETH-BPT,5245.71,3477.4449,1872.4704,5428.9679,4928.0185,500.9494,79.0526,0,2025-03-12 01:45:35+00:00
0x3ff3a210e57cfe679d9ad1e9ba6453a716c56a2e0002000000000000000005d5,mainnet,STG/USDC,4043.95,2680.7836,1443.4989,4185.2246,4081.6475,103.5773,60.9421,0,2025-03-11 11:19:23+00:00
0x05ff47afada98a98982113758878f9a8b9fdda0a000000000000000000000645,mainnet,weETH/rETH,3328.04,2206.1982,1187.9529,3444.3044,3444.3043,0,50.1534,0,2025-03-13 01:04:35+00:00
0xb819feef8f0fcdc268afe14162983a69f6bf179e000000000000000000000689,mainnet,sUSDe/USDC,2662.76,1765.1760,950.4794,2755.7830,2755.7830,0,40.1276,0,2025-03-11 16:30:47+00:00
0xf16aee6a71af1a9bc8f56975a4c2705ca7a782bc0002000000000000000004bb,mainnet,20WETH-80ALCX,1670.21,1107.2025,596.1860,1728.5586,1728.5585,0,25.1701,0,2025-03-12 01:20:23+00:00
0x8353157092ed8be69a9df8f95af097bbf33cb2af0000000000000000000005d9,mainnet,GHO/USDT/USDC,1437.34,952.8302,513.0624,1487.5530,1487.5533,0,21.6604,0,2025-03-13 13:12:11+00:00
