,chain,symbol,earned_fees,fees_to_vebal,fees_to_dao,total_incentives,aura_incentives,bal_incentives,redirected_incentives,reroute_incentives,last_join_exit
0xcd78a20c597e367a4e478a2411ceb790604d7c8f000000000000000000000c22,polygon,maticX-WMATIC-BPT,1832.47,10546.4815,5678.8746,16475.7575,11240.2767,5235.4808,250.4014,0,2025-02-26 19:31:53+00:00
0xf0ad209e2e969eaaa8c882aac71f02d8a047d5c2000200000000000000000b49,polygon,ECLP-WMATIC-stMATIC,21.55,124.0275,66.7840,0,0,0,-190.8115,0,2025-02-26 21:38:50+00:00
0xa8cbbffe0d62797afaf7af0a23810bd5ba39a4dd000200000000000000000f04,polygon,ECLP-GYD-AUSDT,6.73,38.7334,20.8565,0,0,0,-59.5899,0,2025-02-25 10:14:03+00:00
0x93d199263632a4ef4bb438f1feb99e57b4b5f0bd0000000000000000000005c2,mainnet,wstETH-WETH-BPT,36445.87,29248.4743,15749.1785,45377.5467,31941.1335,13436.4134,379.8940,0,2025-02-25 11:23:11+00:00
0x1e19cf2d73a72ef1332c882f20534b6519be0276000200000000000000000112,mainnet,B-rETH-STABLE,17361.53,13932.9439,7502.3544,21616.2665,0,21616.2665,180.9681,0,2025-02-24 12:26:47+00:00
0x596192bb6e41802428ac943d2f1476c1af25cc0e000000000000000000000659,mainnet,ezETH-WETH-BPT,13731.26,11019.5862,5933.6233,17096.3375,12646.8085,4449.5291,143.1280,0,2025-02-25 03:25:11+00:00
0x36be1e97ea98ab43b4debf92742517266f5731a3000200000000000000000466,mainnet,50wstETH-50ACX,8227.72,6602.8951,3555.4051,10244.0620,7971.9719,2272.0900,85.7618,0,2025-02-26 21:31:11+00:00
0x41fdbea2e52790c0a1dc374f07b628741f2e062d0002000000000000000006be,mainnet,ECLP-stdeUSD-deUSD,8076.09,6481.2093,3489.8819,10055.2725,7843.1738,2212.0985,84.1813,0,2025-02-26 21:27:47+00:00
0xb819feef8f0fcdc268afe14162983a69f6bf179e000000000000000000000689,mainnet,sUSDe/USDC,7576.61,6080.3675,3274.0440,9433.3863,7418.9038,2014.4824,78.9748,0,2025-02-23 20:59:35+00:00
0x8353157092ed8be69a9df8f95af097bbf33cb2af0000000000000000000005d9,mainnet,GHO/USDT/USDC,6613.42,5307.3900,2857.8254,8234.1503,6600.7475,1633.4029,68.9350,0,2025-02-25 05:32:59+00:00
0x3ff3a210e57cfe679d9ad1e9ba6453a716c56a2e0002000000000000000005d5,mainnet,STG/USDC,5721.27,4591.4233,2472.3049,7123.3639,5842.9344,1280.4295,59.6357,0,2025-02-25 10:19:11+00:00
