,chain,symbol,earned_fees,fees_to_vebal,fees_to_dao,total_incentives,aura_incentives,bal_incentives,redirected_incentives,reroute_incentives,last_join_exit
0xcd78a20c597e367a4e478a2411ceb790604d7c8f000000000000000000000c22,polygon,maticX-WMATIC-BPT,1565.76,15880.7355,8551.1653,24554.8592,16672.9550,7881.9042,122.9584,0,2025-02-27 06:09:35+00:00
0xa8cbbffe0d62797afaf7af0a23810bd5ba39a4dd000200000000000000000f04,polygon,ECLP-GYD-AUSDT,7.83,79.4158,42.7624,0,0,0,-122.1782,0,2025-02-25 10:14:03+00:00
0xf0ad209e2e969eaaa8c882aac71f02d8a047d5c2000200000000000000000b49,polygon,ECLP-WMATIC-stMATIC,0.05,0.5071,0.2731,0,0,0,-0.7802,0,2025-02-26 21:38:50+00:00
0x93d199263632a4ef4bb438f1feb99e57b4b5f0bd0000000000000000000005c2,mainnet,wstETH-WETH-BPT,19070.19,12749.7226,6865.2353,19819.7904,14111.3032,5708.4873,204.8325,0,2025-02-25 11:23:11+00:00
0x1e19cf2d73a72ef1332c882f20534b6519be0276000200000000000000000112,mainnet,B-rETH-STABLE,13352.98,8927.3778,4807.0496,13877.8516,0,13877.8515,143.4242,0,2025-02-24 12:26:47+00:00
0x596192bb6e41802428ac943d2f1476c1af25cc0e000000000000000000000659,mainnet,ezETH-WETH-BPT,10507.81,7025.1876,3782.7933,10920.8452,8068.8448,2852.0005,112.8642,0,2025-02-27 08:01:35+00:00
0xb819feef8f0fcdc268afe14162983a69f6bf179e000000000000000000000689,mainnet,sUSDe/USDC,6604.53,4415.5787,2377.6193,6864.1372,5314.3061,1549.8312,70.9391,0,2025-02-27 08:42:23+00:00
0x42ed016f826165c2e5976fe5bc3df540c5ad0af700000000000000000000058b,mainnet,wstETH-rETH-sfrxETH-BPT,6323.28,4227.5439,2276.3698,6571.8321,5115.8285,1456.0037,67.9183,0,2025-02-25 23:20:47+00:00
0x36be1e97ea98ab43b4debf92742517266f5731a3000200000000000000000466,mainnet,50wstETH-50ACX,6192.90,4140.3760,2229.4332,6436.3272,5023.8193,1412.5077,66.5179,0,2025-02-26 21:31:11+00:00
0x41fdbea2e52790c0a1dc374f07b628741f2e062d0002000000000000000006be,mainnet,ECLP-stdeUSD-deUSD,5446.43,3641.3099,1960.7053,5660.5152,4497.0366,1163.4785,58.5000,0,2025-02-26 21:27:47+00:00
0x05ff47afada98a98982113758878f9a8b9fdda0a000000000000000000000645,mainnet,weETH/rETH,3704.36,2476.6173,1333.5632,3849.9690,3267.6605,582.3085,39.7885,0,2025-02-26 23:53:47+00:00
0x3ff3a210e57cfe679d9ad1e9ba6453a716c56a2e0002000000000000000005d5,mainnet,STG/USDC,2838.11,1897.4701,1021.7147,2949.6690,2656.3492,293.3198,30.4842,0,2025-02-25 10:19:11+00:00
0x63e0d47a6964ad1565345da9bfa66659f4983f02000000000000000000000681,mainnet,pufETH/wstETH,2464.90,1647.9538,887.3597,2561.7889,2392.9755,168.8134,26.4754,0,2025-02-27 02:46:35+00:00
0x8353157092ed8be69a9df8f95af097bbf33cb2af0000000000000000000005d9,mainnet,GHO/USDT/USDC,1572.30,1051.1898,566.0253,1634.1032,1634.1032,0,16.8881,0,2025-02-27 04:32:23+00:00
0xdfe6e7e18f6cc65fa13c8d8966013d4fda74b6ba000000000000000000000558,mainnet,ankrETH/wstETH,1288.29,861.3097,463.7822,1338.9294,1338.9293,0,13.8375,0,2025-02-16 03:28:59+00:00
0x848a5564158d84b8a8fb68ab5d004fae11619a5400000000000000000000066a,mainnet,weETH/ezETH/rswETH,1166.70,780.0185,420.0100,1212.5600,1212.5600,0,12.5315,0,2025-02-24 16:49:11+00:00
0xf16aee6a71af1a9bc8f56975a4c2705ca7a782bc0002000000000000000004bb,mainnet,20WETH-80ALCX,1097.22,733.5664,394.9973,1140.3491,1140.3489,0,11.7854,0,2025-02-24 01:24:35+00:00
0xb91159aa527d4769cb9faf3e4adb760c7e8c8ea700000000000000000000067c,mainnet,ETHx/wstETH,977.55,653.5588,351.9163,1015.9748,1015.9751,0,10.4997,0,2025-02-23 12:30:47+00:00
0x1d13531bf6344c102280ce4c458781fbf14dad140000000000000000000006df,mainnet,tETH/wstETH,884.17,591.1279,318.2997,918.9243,918.9245,0,9.4967,0,2025-02-26 06:36:47+00:00
0xcf7b51ce5755513d4be016b0e28d6edeffa1d52a000200000000000000000617,mainnet,RDNT-WETH,537.50,359.3554,193.4991,558.6278,0,558.6279,5.7733,0,2025-02-26 12:13:59+00:00
0xdd59f89b5b07b7844d72996fc9d83d81acc8219600000000000000000000059e,mainnet,uniETH-WETH,372.69,249.1687,134.1678,0,0,0,-383.3364,0,2025-02-26 09:27:59+00:00
0x40c806394d03d350420d13cd7d1de1c806f349560000000000000000000005f5,mainnet,qETH/WETH,174.46,116.6384,62.8053,0,0,0,-179.4437,0,2025-02-22 02:10:59+00:00
0x1cce5169bde03f3d5ad0206f6bd057953539dae600020000000000000000062b,mainnet,ECLP-GYD-sDAI,161.31,107.8467,58.0713,0,0,0,-165.9181,0,2025-02-20 19:31:23+00:00
