,chain,symbol,earned_fees,fees_to_vebal,fees_to_dao,total_incentives,aura_incentives,bal_incentives,redirected_incentives,reroute_incentives,last_join_exit
0xcd78a20c597e367a4e478a2411ceb790604d7c8f000000000000000000000c22,polygon,maticX-WMATIC-BPT,5331.12,4673.2968,2516.3906,7486.4737,5952.5896,1533.8841,296.7863,0,2024-05-23 09:32:50+00:00
0xf0ad209e2e969eaaa8c882aac71f02d8a047d5c2000200000000000000000b49,polygon,ECLP-WMATIC-stMATIC,942.22,825.9566,444.7459,1323.1563,0,1323.1563,52.4539,0,2024-05-23 09:19:44+00:00
0xee278d943584dd8640eaf4cc6c7a5c80c0073e85000200000000000000000bc7,polygon,ECLP-WMATIC-MATICX,258.96,227.0061,122.2341,0,0,0,-349.2402,0,2024-05-22 20:24:18+00:00
0x596192bb6e41802428ac943d2f1476c1af25cc0e000000000000000000000659,mainnet,ezETH-WETH-BPT,78360.50,36361.9453,19579.5090,56440.1987,38614.5879,17825.6108,498.7444,0,2024-05-23 09:42:23+00:00
0x05ff47afada98a98982113758878f9a8b9fdda0a000000000000000000000645,mainnet,weETH/rETH,34380.18,15953.5764,8590.3873,24762.7846,17210.4372,7552.3474,218.8209,0,2024-05-23 07:21:35+00:00
0x1e19cf2d73a72ef1332c882f20534b6519be0276000200000000000000000112,mainnet,B-rETH-STABLE,23574.44,10939.3444,5890.4162,16979.8058,11951.5467,5028.2590,150.0452,0,2024-05-23 04:25:47+00:00
0x36be1e97ea98ab43b4debf92742517266f5731a3000200000000000000000466,mainnet,50wstETH-50ACX,21956.89,10188.7460,5486.2479,15814.7438,11164.3244,4650.4192,139.7499,0,2024-05-22 09:27:47+00:00
0x93d199263632a4ef4bb438f1feb99e57b4b5f0bd0000000000000000000005c2,mainnet,wstETH-WETH-BPT,16800.73,7796.1119,4197.9064,12100.9507,8654.9470,3446.0035,106.9324,0,2024-05-21 03:58:11+00:00
0xdedb11a6a23263469567c2881a9b9f8629ee0041000000000000000000000669,mainnet,svETH/wstETH,12723.29,5904.0406,3179.0988,9164.1199,6670.5564,2493.5635,80.9805,0,2024-05-20 19:59:47+00:00
0x848a5564158d84b8a8fb68ab5d004fae11619a5400000000000000000000066a,mainnet,weETH/ezETH/rswETH,10601.35,4919.3881,2648.9013,7635.7641,5637.8598,1997.9044,67.4748,0,2024-05-23 08:23:23+00:00
0x42ed016f826165c2e5976fe5bc3df540c5ad0af700000000000000000000058b,mainnet,wstETH-rETH-sfrxETH-BPT,5104.88,2368.8385,1275.5284,3676.8581,2962.8618,713.9964,32.4912,0,2024-05-21 05:53:35+00:00
0x8353157092ed8be69a9df8f95af097bbf33cb2af0000000000000000000005d9,mainnet,GHO/USDT/USDC,4640.56,2153.3782,1159.5113,3342.4254,2736.8885,605.5370,29.5359,0,2024-05-23 08:09:23+00:00
0x9f9d900462492d4c21e9523ca95a7cd86142f298000200000000000000000462,mainnet,50rETH-50RPL,4639.23,2152.7610,1159.1790,3341.4674,2736.2412,605.2264,29.5274,0,2024-05-20 00:38:23+00:00
0xf01b0684c98cd7ada480bfdf6e43876422fa1fc10002000000000000000005de,mainnet,ECLP-wstETH-wETH,4205.57,1951.5280,1050.8227,3029.1182,2525.1894,503.9286,26.7675,0,2024-05-21 19:15:11+00:00
0x63e0d47a6964ad1565345da9bfa66659f4983f02000000000000000000000681,mainnet,pufETH/wstETH,3750.82,1740.5084,937.1969,2701.5784,2303.8739,397.7045,23.8731,0,2024-05-23 10:40:47+00:00
0xcf7b51ce5755513d4be016b0e28d6edeffa1d52a000200000000000000000617,mainnet,RDNT-WETH,3583.58,1662.9034,895.4095,2581.1214,2222.4820,358.6394,22.8085,0,2024-05-23 03:22:23+00:00
0x7761b6e0daa04e70637d81f1da7d186c205c2ade00000000000000000000065d,mainnet,rsETH / ETHx,2879.20,1336.0470,719.4099,2073.7823,1879.6776,194.1047,18.3253,0,2024-05-22 14:03:47+00:00
0x264062ca46a1322c2e6464471764089e01f22f1900000000000000000000066b,mainnet,sDOLA-DOLA BSP,2557.98,1186.9900,639.1485,1842.4193,0,1842.4191,16.2809,0,2024-05-21 20:59:11+00:00
0xf16aee6a71af1a9bc8f56975a4c2705ca7a782bc0002000000000000000004bb,mainnet,20WETH-80ALCX,2542.75,1179.9227,635.3430,1831.4497,0,1831.4498,16.1839,0,2024-05-20 17:54:59+00:00
0xdfe6e7e18f6cc65fa13c8d8966013d4fda74b6ba000000000000000000000558,mainnet,ankrETH/wstETH,2368.06,1098.8606,591.6942,1705.6268,0,1705.6270,15.0720,0,2024-05-23 07:46:23+00:00
0x49cbd67651fbabce12d1df18499896ec87bef46f00000000000000000000064a,mainnet,sDAI/3Pool,1706.79,792.0088,426.4663,1229.3384,0,1229.3382,10.8633,0,2024-05-20 06:33:11+00:00
0x3ff3a210e57cfe679d9ad1e9ba6453a716c56a2e0002000000000000000005d5,mainnet,STG/USDC,1583.47,734.7841,395.6530,1140.5155,0,1140.5152,10.0784,0,2024-05-20 00:25:11+00:00
0x1cce5169bde03f3d5ad0206f6bd057953539dae600020000000000000000062b,mainnet,ECLP-GYD-sDAI,1575.56,731.1136,393.6765,1134.8183,0,1134.8182,10.0282,0,2024-05-22 10:40:35+00:00
0xb819feef8f0fcdc268afe14162983a69f6bf179e000000000000000000000689,mainnet,sUSDe/USDC,1428.51,662.8774,356.9340,1028.9033,0,1028.9032,9.0920,0,2024-05-20 15:43:59+00:00
0xf7a826d47c8e02835d94fb0aa40f0cc9505cb1340002000000000000000005e0,mainnet,ECLP-wstETH-cbETH,590.46,273.9936,147.5350,0,0,0,-421.5286,0,2024-05-15 16:18:23+00:00
0xe7e2c68d3b13d905bbb636709cf4dfd21076b9d20000000000000000000005ca,mainnet,swETH-WETH-BPT,542.34,251.6643,135.5115,0,0,0,-387.1758,0,2024-05-22 07:19:11+00:00
0x09b03b7cbb19b3dae94f884cf60dbc3c99a3947b00000000000000000000066c,mainnet,pyUSD/sDOLA BSP,381.58,177.0661,95.3433,0,0,0,-272.4094,0,2024-05-22 13:47:47+00:00
0x5f1f4e50ba51d723f12385a8a9606afc3a0555f5000200000000000000000465,mainnet,50wstETH-50LDO,165.90,76.9833,41.4525,0,0,0,-118.4358,0,2024-05-21 19:24:11+00:00
0x01536b22ea06e4a315e3daaf05a12683ed4dc14c0000000000000000000005fc,mainnet,e-cs-kp-usd,152.70,70.8580,38.1543,0,0,0,-109.0123,0,2024-05-17 08:27:35+00:00
0xd3f8ab9c5928fdf53153e7757131ad7815fe3146000000000000000000000661,mainnet,vETH/wstETH,147.64,68.5100,36.8900,0,0,0,-105.4000,0,2024-05-19 16:49:59+00:00
0xb91159aa527d4769cb9faf3e4adb760c7e8c8ea700000000000000000000067c,mainnet,ETHx/wstETH,114.33,53.0530,28.5670,0,0,0,-81.6200,0,2024-05-22 15:21:59+00:00
0xff42a9af956617e4c3532ef2fc7567465efe4909000200000000000000000672,mainnet,50KEP/50rsETH,53.36,24.7609,13.3328,0,0,0,-38.0936,0,2024-05-10 19:50:23+00:00
0x40c806394d03d350420d13cd7d1de1c806f349560000000000000000000005f5,mainnet,qETH/WETH,0.00,0.0000,0.0000,0,0,0,0.0000,0,2024-04-28 16:46:35+00:00
0xb08885e6026bab4333a80024ec25a1a3e1ff2b8a000200000000000000000445,mainnet,B-staFiETH-WETH-Stable,0.00,0.0000,0.0000,0,0,0,0.0000,0,2024-05-01 09:52:47+00:00
0xb3b675a9a3cb0df8f66caf08549371bfb76a9867000200000000000000000611,mainnet,ECLP-mevETH-wETH,0.00,0.0000,0.0000,0,0,0,0.0000,0,2024-04-09 01:56:35+00:00
