,chain,symbol,earned_fees,fees_to_vebal,fees_to_dao,total_incentives,aura_incentives,bal_incentives,redirected_incentives,reroute_incentives
0xe1f2c039a68a216de6dd427be6c60decf405762a00000000000000000000000e,zkevm,B-wstETH-STABLE,1143.99,2632.06,1417.26,4049.35,1788.90,2260.45,0.02,0
0xdf725fde6e89981fb30d9bf999841ac2c160b512000000000000000000000010,zkevm,B-wstETH/rETH-STABLE,1112.64,2559.93,1378.43,3938.38,1739.88,2198.50,0.02,0
0x1d0a8a31cdb04efac3153237526fb15cc65a252000000000000000000000000f,zkevm,B-rETH-STABLE,441.37,1015.49,546.80,1562.31,690.19,872.12,0.01,0
0x65da876a95cd5b6a5880710628c436409b1b29fa00000000000000000000005b,zkevm,wstETH/ankrETH ,0.01,0.02,0.01,0,0,0,-0.04,0
0xb1557cfea06de5a1601a7f0ccf3b515ef431a50d000200000000000000000059,zkevm,ECLP-wETH-rETH,0.00,0.00,0.00,0,0,0,0.00,0
0xf0ad209e2e969eaaa8c882aac71f02d8a047d5c2000200000000000000000b49,polygon,ECLP-WMATIC-stMATIC,2730.02,2308.06,1242.80,3550.86,1568.69,1982.17,0.00,0
0xcd78a20c597e367a4e478a2411ceb790604d7c8f000000000000000000000c22,polygon,maticX-WMATIC-BPT,1476.24,1248.07,672.04,1920.11,848.26,1071.85,0.00,0
0xee278d943584dd8640eaf4cc6c7a5c80c0073e85000200000000000000000bc7,polygon,ECLP-WMATIC-MATICX,499.29,422.12,227.29,649.41,0,649.41,0.00,0
0x89b753153678bc434c610b7e9182297cada8ff29000000000000000000000c21,polygon,stMATIC-WMATIC-BPT,0.00,0.00,0.00,0,0,0,0.00,0
0xdc31233e09f3bf5bfe5c10da2014677c23b6894c000000000000000000000c23,polygon,wstETH-WETH-BPT,0.00,0.00,0.00,0,0,0,0.00,0
0x3ff3a210e57cfe679d9ad1e9ba6453a716c56a2e0002000000000000000005d5,mainnet,STG/USDC,28512.17,11708.82,6304.75,18020.26,7962.20,10058.06,6.69,0
0x1e19cf2d73a72ef1332c882f20534b6519be0276000200000000000000000112,mainnet,B-rETH-STABLE,28135.23,11554.02,6221.40,17782.02,7856.93,9925.09,6.60,0
0x42ed016f826165c2e5976fe5bc3df540c5ad0af700000000000000000000058b,mainnet,wstETH-rETH-sfrxETH-BPT,24925.56,10235.94,5511.66,15753.45,6960.62,8792.83,5.85,0
0x1ee442b5326009bb18f2f472d3e0061513d1a0ff000200000000000000000464,mainnet,50rETH-50BADGER,20558.86,8442.71,4546.07,12993.61,5741.19,7252.42,4.82,0
0x93d199263632a4ef4bb438f1feb99e57b4b5f0bd0000000000000000000005c2,mainnet,wstETH-WETH-BPT,19310.77,7930.17,4270.09,12204.79,5392.65,6812.14,4.53,0
0xcf7b51ce5755513d4be016b0e28d6edeffa1d52a000200000000000000000617,mainnet,RDNT-WETH,12020.45,4936.32,2658.02,7597.17,3356.79,4240.38,2.82,0
0xdfe6e7e18f6cc65fa13c8d8966013d4fda74b6ba000000000000000000000558,mainnet,ankrETH/wstETH,5252.52,2157.00,1161.46,3319.70,1466.80,1852.90,1.24,0
0xf01b0684c98cd7ada480bfdf6e43876422fa1fc10002000000000000000005de,mainnet,ECLP-wstETH-wETH,4741.21,1947.03,1048.40,2996.54,1324.01,1672.53,1.11,0
0xf7a826d47c8e02835d94fb0aa40f0cc9505cb1340002000000000000000005e0,mainnet,ECLP-wstETH-cbETH,4689.35,1925.73,1036.93,2963.77,1309.53,1654.24,1.10,0
0x37b18b10ce5635a84834b26095a0ae5639dcb7520000000000000000000005cb,mainnet,ETHx-WETH-BPT,4155.94,1706.68,918.98,2626.63,1160.57,1466.06,0.97,0
0x9f9d900462492d4c21e9523ca95a7cd86142f298000200000000000000000462,mainnet,50rETH-50RPL,3588.51,1473.66,793.51,2268.01,1002.11,1265.90,0.84,0
0xf16aee6a71af1a9bc8f56975a4c2705ca7a782bc0002000000000000000004bb,mainnet,20WETH-80ALCX,3557.58,1460.96,786.67,2248.47,993.48,1254.99,0.84,0
0x52b69d6b3eb0bd6b2b4a48a316dfb0e1460e67e40002000000000000000005f3,mainnet,ECLP-R-sDAI,2985.79,1226.15,660.23,1887.08,833.80,1053.28,0.70,0
0x36be1e97ea98ab43b4debf92742517266f5731a3000200000000000000000466,mainnet,50wstETH-50ACX,2541.88,1043.85,562.07,1606.52,709.84,896.68,0.60,0
0xe7e2c68d3b13d905bbb636709cf4dfd21076b9d20000000000000000000005ca,mainnet,swETH-WETH-BPT,2384.49,979.22,527.27,1507.04,665.88,841.16,0.56,0
0xb08885e6026bab4333a80024ec25a1a3e1ff2b8a000200000000000000000445,mainnet,B-staFiETH-WETH-Stable,1348.42,553.74,298.17,852.23,0,852.23,0.32,0
0x8353157092ed8be69a9df8f95af097bbf33cb2af0000000000000000000005d9,mainnet,GHO/USDT/USDC,850.82,349.40,188.14,537.74,537.74,0,0.20,0
0x40c806394d03d350420d13cd7d1de1c806f349560000000000000000000005f5,mainnet,qETH/WETH,39.70,16.30,8.78,0,0,0,-25.08,0
